Article_Code,Article_Name,Buyer_Reference,Article_Category
T0001475,JLPB14MMFH-21 CD PART-.-SNAP BUTTON-J.LINDEBERG 14MM PRESSBUTTON SHINNY GUNMETAL CD PART ONLY,,Trims
T0001476,JLPB14MMFH-21 AB PART-.-SNAP BUTTON-J.LINDEBERG 14MM PRESSBUTTON SHINNY GUNMETAL AB PART ONLY,,Trims
T0001477,HEAT.LOGO CAT-PCA00031-HEAT TRANSFER LABEL-LOGO CAT HEAT TRANSFER,,Trims
T0001478,.-.-STRING-GH11509 (61251)(6MM) POLYESTER TAPE WITHOUT KNOT WITH TUBE LOGO #S24567,,Trims
T0001479,HL MNP-AU BC167162-CARTON STICKER-.,,Trims
T0001480,HL MNP-AU BC167162-POLYBAG STICKER-.,,Trims
T0001481,HL MNP-AU BC269002-HANGTAG-TICKET HTG0001,,Trims
T0001482,HL MNP-MACYs RFID-HANGTAG-TICKET,,Trims
T0001483,HL MNP-TILLY A-HANGTAG-TICKET,,Trims
T0001484,HL MNP-TILLY B-STICKER-TICKET,,Trims
T0001485,HL MNP-SA BC334766-HANGTAG-HANGTAG SKR,,Trims
T0001486,HL MNP-SA BC334765-POLYBAG STICKER-POLY SKR,,Trims
T0001487,HL MNP-EU BC334766-CARTON STICKER-.,,Trims
T0001488,HL MNP-EU BC334765-POLYBAG STICKER-.,,Trims
T0001489,HL MNP-EU BC334766-HANGTAG STICKER-.,,Trims
T0001490,HL MNP-EU UCC sticker BC189542-CARTON STICKER-.,,Trims
T0001491,.-.-ZIPPER-CONCEALED ZIP SLIDER AUTO LOCK WITH YBZ198223 PULLER,,Trims
T0001492,MLP22-.-PRINT-MAIN PRINT SIZE WITHOUT FRAME 43MM X 45MM,,Trims
T0001493,.-.-HEAT TRANSFER LABEL-NO 4 RVRC HEAT TRANSFER WxH 50x7MM,,Trims
T0001494,MAIN HANGTAG SMALL-.-MAIN HANGTAG-REV035 74*89 (44.5)MM,,Trims
T0001495,.-REV077-TAPE-RIBBON TAPE 4MM,,Trims
T0001496,.-.-ELASTIC-ELASTIC BAND 47MM,,Trims
T0001497,.-.-LABEL-WOVEN LABEL RR 25*16MM,,Trims
T0001498,.-.-STRING-DRAWSTRING RVRC FLAT CORD,,Trims
T0001499,M17CD498-.-CORD-1.8MM INSERT PIPING CORD 100% POLYESTER,,Trims
T0001500,NRT-8307-SIL-HD-.-HEAT LABELS-RAISED NON-REFLECTIVE SILICONE TRANSFER TX SHELL 2L 56.96MM(W) X4MM(H)X0.3MM(THICKNESS),,Trims
T0001501,06448-PMSABTLD001-ELASTIC-37MM,,Trims
T0001502,01252-W6.0 X4.7CM-CAT HEAT LOGO-.,,Trims
T0001503,06803-MCE-00974-TPU LABEL-H22MM X W52MM,,Trims
T0001504,06999V1.0-DOUBLE HANG TAG-HANGTAG-130*85MM,,Trims
T0001505,JL-HT-WINDPRO STRETCH-T281000572-FUNCTION HANGTAG FOR JLCN,,Trims
T0001506,06796V1.0-10% RECYCLE PLASTIC-HANGER-21.8CM,,Trims
T0001507,DBTX-PUMA-SW-00010V1.0-10% RECYCLE PLASTIC-HANGER-27.8CM,,Trims
T0001508,.-.-STRING-#GH11509 (61251)(6MM) POLYESTER TAPE WITHOUT KNOT WITH TUBE LOGO #S24567,,Trims
T0001509,03885-PMSABTLD001-ELASTIC-35MM,,Trims
T0001510,.-REV100-LABEL-YOUTHS RECY POLYESTER SIZE 38(19)*20MM MIDFOLDED,,Trims
T0001511,03887-DM7-67-LABEL-W30XH51MM,,Trims
T0001512,04031V1.0-DOUBLE HANG TAG-HANGTAG-130X85MM,,Trims
T0001513,JLSDSL-23-.-STRING-J.LINDEBERG 10MM DRAWSTRING WITH LOGO,,Trims
T0001514,.-HAC001-ADHESIVES-WIDTH 125CM,,Trims
T0001515,.-CB525291A-LABEL-PUMA MEXICO SIZE LABEL,,Trims
T0001516,DBTX- PAPAC-SW0013V1.1-DOUBLE HANG TAG-HANGTAG-130*85MM,,Trims
T0001517,6721-DOUBLE HANG TAG-HANGTAG-130*85MM,,Trims
T0001518,6722-DOUBLE HANG TAG-HANGTAG-130*85MM,,Trims
T0001519,DBTX- PAPAC-SW0014V1.1-DOUBLE HANG TAG-HANGTAG-130*85MM,,Trims
T0001520,DBTX- PAPAC-SW-0017V1.1-DOUBLE HANG TAG-HANGTAG-130*85MM,,Trims
T0001521,6719-DOUBLE HANG TAG-HANGTAG-130*85MM,,Trims
T0001522,06720-DOUBLE HANG TAG-HANGTAG-130*85MM,,Trims
T0001523,.-DM8-35-LABEL-W31.75X10MM,,Trims
T0001524,APAC-.-CNC LABEL-.,,Trims
T0001525,SEA- ARTICLE STICKER-PUMA-HANGTAG STICKER-60X45MM,,Trims
T0001526,SEA-OUTSIDE BOX-PUMA-CARTON STICKER-150X100MM,,Trims
T0001527,WARRANTY STICKER-HANG TAG-STICKER-60X45MM,,Trims
T0001528,"CIFMR-5* DA8BPUB275 EF/DA8BLH EF FINISH P16 N-ANTI ND-B REVERSED TM-IPOM,-.-COIL ZIPPER-REVERSED NO. 5 POLYESTER COIL ZIPPER, 2-WAY, OPENED-END, MOVABLE RIGHT INSERT WITH AUTOMATIC LOCK REVERSE SLIDER",,Trims
T0001529,"CFC36 DABP0588A EF PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0-.-COIL ZIPPER-REVERSED COIL#3, 1-WAY, CLOSED-END WITH AUTOMATIC LOCK REVERSE SLIDER, T-B-0",,Trims
T0001530,A22381-.-VELCRO TAPE-HOOK-30MM,,Trims
T0001531,B28421-.-VELCRO TAPE-LOOP-30MM,,Trims
T0001532,JLWMLL-20-.-LABEL-J.LINDEBERG 65X65 LARGE MAIN LABEL SIDE FOLD,,Trims
T0001533,"CIFC-59 DASBJLB41A V3 PBR6D GREEN-F KENSIN N-ANTI P-TB REVERSE-.-COIL ZIPPER-REVERSED COIL#5, CLOSED END WITH SEMI-AUTOMATIC LOCK, 1-WAY, JLB41 PULLER, V3 FINISH",,Trims
T0001534,"CFC36 DABP0588A V3 PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0-.-COIL ZIPPER-REVERSED COIL#3, 1-WAY, CLOSED-END WITH AUTOMATIC LOCK REVERSE SLIDER, T-B-0",,Trims
T0001535,"CFC36 DABP0588A V7 PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0-.-COIL ZIPPER-REVERSED COIL#3, 1-WAY, CLOSED-END WITH AUTOMATIC LOCK REVERSE SLIDER, T-B-0",,Trims
T0001536,01246-TW3131H-DRAWCORD-100%POLYESTER ROUND CORD 4MM W INTERGATED PLASTIC TIP WITH LOGO,,Trims
T0001537,.-TEX21-THREAD-EPIC THREAD,,Trims
T0001538,HT60FP700-6620-INSERT HANGTAG-TRACKMYDOWN HT FP700,,Trims
T0001539,SP-192-.-PLASTIC STOPPER-10*28MM,,Trims
T0001540,WWS0122-WHITE-.-ELASTIC BAND-73MM,,Trims
T0001541,"MCJLIN10001-.-GOOGLE CLOTH-160MM X 160MM GOGGLE CLOTH WITH STRING, SMALL BUCKLE AND 25MM DIGITAL PRINT",,Trims
T0001542,J.LINDEBERG LOGO GLOSSY-.-PRINT-320MM,,Trims
T0001543,VSMR-3* DAJLB83 EF/DALH EF PBR2D-GREEN-F KENSIN N-ANTI NEWKOB4-.-VISLON ZIPPER-#3 TOP PULLER JLB83 BOTTOM PULLER DALH EF FINISH,,Trims
T0001544,811-.-ADHESIVES-3 LAYER SEAM TAPE 17MM,,Trims
T0001545,JL BRIDGE LOGO PRINT-.-PRINT-200MM,,Trims
T0001546,J.LINDERBERG PRINTED STIPES AND LOGO ON RIGHT HAND SHOULDER-.-PRINT-126MM TEXT PRINT,,Trims
T0001547,STRAIGHT PRINTED STRIPES-.-PRINT-PRINTED STRIPES,,Trims
T0001548,JL-PH-1192-.-SILICONE LOGO-SILICONE RAISED BEVELED BRIDGE,,Trims
T0001549,HT20LPS-6645-LIGHT POLY STRECH RECYCLED-HANGTAG-.,,Trims
T0001550,.-.-CARD BOARD-Carboard,,Trims
T0001551,"VT9C-36 DAP0588 X6 PS14 FLM-SM KENSIN N-ANTI-.-VISLON ZIPPER-AQUAGUARD VISLON #3, CLOSED END, 1 WAY, VT9 MATT FINISH, SLIDER DAP0588, X6 FINISH",,Trims
T0001552,CNT9MR-5* DA8BPUB275 X6/DAG8BSY11 X6 P16P N-ANTI ND-B P-TOP PA-ANTI REVERSE-.-ZIPPER-NO.5 POLYESTER COIL WATER REPELLENT ZIPPER MOVABLE OPEN END RIGHT INSERT WITH AUTOMATIC LOCK REVERSE SLIDERS,,Trims
T0001553,"VT9C-56 DA8PUB275 X6 P14C BMS-VN KENSIN N-ANTI TB-IPOM-.-VISLON ZIPPER-AQUAGUARD VISLON #5, CLOSED-END, 1-WAY VT9 MATT FINISH, SLIDER DA8PUB275 X6 FINISH",,Trims
T0001554,CFOR-39 DSVJLB41A X6 PBR2D GREEN-F KENSIN N-ANTI REVERSE TO-IPOM-.-COIL ZIPPER-NO.3 POLYESTER COIL ZIPPER OPEN-END RIGHT INSERT WITH SEMI AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001555,"CFT8MR-3* DAV3PUB275 X6/DA X6 P16P N-ANTI ND-B P-TOP PA-ANTI REVERSE-.-COIL ZIPPER-AQUAGUARD REVERSED COIL#3, OPENED END, 2-WAY, T8 SHINY FINISH, TOP PULLER DAPUB275 X6 FINISH/BOTTOM PULLER DA8SY11 X6 FINISH",,Trims
T0001556,CFT8C-36 DAV3P0588A X6 P12P KENSIN N-ANTI PA-ANTI REVERSE T-B-0-.-COIL ZIPPER-NO. 3 POLYESTER COIL WATER REPLELLENT ZIPPER CLOSED END WITH AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001557,CZT8C-39 DSVJLB41A X6 R12JH GREEN-F KENSIN N-ANTI P-BTM REVERSE TS-IPOM-.-COIL ZIPPER-NO.3 POLYESTER COIL WATER REPELLENT ZIPPER CLOSED END WITH SEMI AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001558,NRT-7409-SIL-HD-.-HEAT LABELS-220MM X0.3MM (THICKNESS) J.LINDEBERG OUTLINE RAISED NON-REFLECTIVE SILICONE TRANSFER,,Trims
T0001559,NRT-8263-SIL-.-HEAT LABELS-400MMX46.37MM J.LINDEBERG OUTLINE TEXT,,Trims
T0001560,NRT-8260-INK-.-HEAT LABELS-28MMX8.82MM J.L BRIDGE LOGO,,Trims
T0001561,A22381-.-VELCRO TAPE-HOOK-70MM,,Trims
T0001562,B28421-.-VELCRO TAPE-LOOP-70MM,,Trims
T0001563,CNT8MR-5* DA8BPUB275 X6/DAG8BSY11 X6 P16P N-ANTI ND-B P-TOP PA-ANTI REVERSE-.-COIL ZIPPER-NO.5 POLYESTER COIL WATER REPELLENT ZIPPER MOVABLE OPEN END RIGHT INSERT WITH AUTOMATIC LOCK REVERSE SLIDERS,,Trims
T0001564,"J.L FW23 SEAMLESS NECK GAITER-.-NECK GAITER-56X38CM 55%Polyester 45%Nylon, 170GSM",,Trims
T0001565,0050031AA-S-.-PLASTIC SNAP BUTTON-15.7MM SMALL HEAT APPLY SNAP,,Trims
T0001566,HEA0084-HEA0084-HEAT TRANSFER LABEL-SP21 PHANTOM HEAT TRANSFER,,Trims
T0001567,TAP0018-.-GROSSGRAIN TAPE-GROSSGRAIN,,Trims
T0001568,LTG0178-LTG0178-INSERT HANGTAG-PHANTOM HYBRID,,Trims
T0001569,.-JL-NRT-4648-SIL-HEAT TRANSFER LABEL-SILICON BRIDGE LOGO,,Trims
T0001570,-BVP01726-BUTTON-18L,,Trims
T0001571,.-JLHT10MM-14-TAPE-HERRING BONE,,Trims
T0001572,.-JLWFLS-?20-MAIN LABEL-MAIN LABEL,,Trims
T0001573,.-JLSI30-SIZE LABEL-SIZE LABEL,,Trims
T0001574,.-JLREGULAR30-LABEL-REGULAR FIT LABEL,,Trims
T0001575,.-JLMADE30-LABEL-MADE IN LABEL,,Trims
T0001576,.-HMT-?S-?JL-TAGPIN-STRING FOR HANGTAG,,Trims
T0001577,.-HT60JL-?661-HANGTAG-HANGTAG,,Trims
T0001578,.-.-CARE LABEL-CARE LABEL,,Trims
T0001579,.-.-POLYBAG STICKER-POLYBAG STICKER,,Trims
T0001580,.-.-POLYBAG STICKER-HANGTAG STICKER,,Trims
T0001581,.-.-BUTTON PLASTIC BAG-ZIP POLY BAG,,Trims
T0001582,STD-GL05993 POLYBAG-POLY BAG,,Trims
T0001583,HIDDEN VELCRO-P3B20MMH-VELCRO TAPE-HOOK-VELCRO - HOOK SIDE,,Trims
T0001584,P5CE/0006-NEW 6606438/6652252-VISLON ZIPPER-VSC-56 DA8ONL5 PBR4D GREEN-F KENSIN N-ANTI TB-IPOM,,Trims
T0001585,P5CE/0007-NEW 6606442/6611685/6674218- ZIPPER-VSC-56 DA8ONL6 PBR4D GREEN-F KENSIN N-ANTI TB-IPOM,,Trims
T0001586,HIDDEN VELCRO-LIGHTBLACK20MML-VELCRO TAPE-LOOP-VELCRO - LOOP SIDE,,Trims
T0001587,P8OER/0007 2W-NEW 6674219/6674220/6931537-VSMR-8* DAONL6/DAG3ONL6 PBR6D GREEN-F N-ANTI NEWKOB4,,Trims
T0001588,S3CE/0008-R-NEW6593439/6611683/6931533-CFC-36 DABONL08 PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0,,Trims
T0001589,S3CE/DFBW-R-NEW 3588507/6611570/6931534/6931558-CFC-31 DFBW PBR2D GREEN-F KENN -A REVERSE T-B-0,,Trims
T0001590,S3OEL/0008-NEW 6674223/6778570/6931535-COIL -CFOL-36 DAOONL08 PBR2D GREEN-F KENSIN N-ANTI TO-IPOM,,Trims
T0001591,S5CE/0007-R-NEW 6593428/6644416/6931538-CIFC-56 DA8BONL6 PBR6D GREEN-F KENSIN N-ANTI REVERSE T-B-0,,Trims
T0001592,S5CE/DFBW-R-NEW 3588216/6611620-COIL ZIPPER-CIFC-51 DFBW PBR6D GREEN-F KENSIN N-ANTI REVERSE T-B-0,,Trims
T0001593,P5OER/0006DU-NEW 6611576/6611577 -VSOR-58 DUONL84 PBR4D GREEN-F KENSIN N-ANTI NEWKOB4 OP-NW2P TWIST4,,Trims
T0001594,P5OE/0006-NEW 6606453/6614014-VISLON ZIPPER-VSOR-56 DA8ONL5 PBR4D GREEN-F KENSIN N-ANTI NEWKOB4 OP-NW2P,,Trims
T0001595,S3CE/0007-NEW 6595347/6674225-COIL ZIPPER-CFC-36 DAONL08 PBR2D GREEN-F KENSIN N-ANTI P-TB,,Trims
T0001596,P3CE/0007-NEW 6662445/6802371-VISLON ZIPPER-VSC-36 DAONL09 PBR2D GREEN-F KENSIN N-ANTI TB-IPOM,,Trims
T0001597,P5OER/0007-NEW 6606444-VISLON ZIPPER-VSOR-56 DA8ONL6 E PBR4D GREEN-F KENSIN N-ANTI NEWKOB4 OP-NW2P,,Trims
T0001598,P5OER/0007 2W-NEW 6611580 -VSMR-5* DA8ONL6 E/DA8ONL6 E PBR4D GREEN-F MP-IPOM N-ANTI ND-B NEWKOB4,,Trims
T0001599,P8OER/0007-NEW 6674221-VISLON ZIPPER-VSOR-86 DAONL6 E PBR6D GREEN-F N-ANTI ND-B NEWKOB4 OP-NW2P,,Trims
T0001600,S5CE/0007-NEW 6593435-COIL ZIPPER-CIFC-56 DA8ONL6 E PBR6D GREEN-F KENSIN N-ANTI T-B-0,,Trims
T0001601,S5CE/0007-R-1-NEW 6593436-COIL ZIPPER-CIFC-56 DA8BONL6 E PBR6D GREEN-F KENSIN N-ANTI P-TB REVERSE,,Trims
T0001602,S5OEL/0007-NEW 6674224-COIL ZIPPER-CIFOL-56 DA8ONL6 E PBR6D GREEN-F KENSIN N-ANTI TO-IPOM,,Trims
T0001603,S5OEL/0007-R-NEW 6725448-COIL ZIPPER-CIFOL-56 DA8BONL6 E PBR6D GREEN-F KENSIN N-ANTI REVERSE TO-IPOM,,Trims
T0001604,S5OER/0007-R-NEW 6591262-COIL ZIPPER-CIFOR-56 DA8BONL6 E PBR6D GREEN-F KENSIN N-ANTI REVERSE TO-IPOM,,Trims
T0001605,S3OER/0008-R-NEW 6662447-COIL ZIPPER-CFOR-36 DAV3ONL52 E PBR2D GREEN-F KENSIN N-ANTI REVERSE TO-IPOM,,Trims
T0001606,S3OEL/0008-R-NEW 6662446-COIL ZIPPER-CFOL-36 DAV3ONL52 E PBR2D GREEN-F KENSIN N-ANTI REVERSE TO-IPOM,,Trims
T0001607,CHC3/0145-NEW 6666917-COIL ZIPPER-CHC-36 DA4ONL66 EF PBR0D GREEN-F KENSIN N-ANTI P-TOP SLS580,,Trims
T0001608,P3OER/0007-NEW 6674222-VISLON ZIPPER-VSOR-36 DAONL09 E PBR2D GREEN-F KENSIN N-ANTI NEWKOB4 OP-NW2P,,Trims
T0001609,P5OEL/0006-NEW 6666570-VISLON ZIPPER-VSOL-56 DA8ONL5 E PBR4D GREEN-F KENSIN N-ANTI NEWKOB4 OP-NW2P,,Trims
T0001610,P3CE/0009-NEW 6662445-VISLON ZIPPER-VSC-36 DAONL09 E PBR2D GREEN-F KENSIN N-ANTI TB-IPOM,,Trims
T0001611,S5OER/0007-NEW 6691233-COIL ZIPPER-CIFOR-56 DA8ONL6 E PBR6D GREEN-F KENSIN N-ANTI TO-IPOM,,Trims
T0001612,S3CE/0008-R-1-NEW 6607072-COIL ZIPPER-CFC-36 DABONL08 E PBR2D GREEN-F KENSIN N-ANTI P-TB REVERSE,,Trims
T0001613,P8OER/0006-NEW 6775931-VISLON ZIPPER-VSOR-86 DAONL5 E PBR6D GREEN-F N-ANTI ND-B NEWKOB4 OP-NW2P,,Trims
T0001614,S3CEC/0145-NEW 6666917-COIL ZIPPER-CHC-36 DA4ONL66 EF PBR0D GREEN-F KENSIN N-ANTI P-TOP SLS580,,Trims
T0001615,S5CE/0007-R 2W-NEW 6691234-COIL ZIPPER-CIFC-5* DA8BONL6 E/DA8BONL6 E PBR6D BTM-0 GREEN-FN-ANTI ND-B REVERSE SLSH-H,,Trims
T0001616,S3CE/0008-1-NEW 6595347/6674225-COIL ZIPPER-CFC-36 DAONL08 PBR2D GREEN-F KENSIN N-ANTI P-TB,,Trims
T0001617,P5OEL/0006DU-NEW 6685462/6685463-VSOL-58 DUONL84 PBR4D GREEN-F KENSIN N-ANTI NEWKOB4 OP-NW2P TWIST,,Trims
T0001618,S3CE/0008-NEW 6666927-COIL ZIPPER-CFC-36 DAONL08 E PBR2D GREEN-F KENSIN N-ANTI T-B-0,,Trims
T0001619,P3OER/0006-NEW 6666569-VISLON ZIPPER-VSOR-36 DAONL08 E PBR2D GREEN-F KENSIN N-ANTI NEWKOB4 OP-NW2P,,Trims
T0001620,P3CE/0008-NEW 6662444-VISLON ZIPPER-VSC-36 DAONL08 E PBR2D GREEN-F KENSIN N-ANTI TB-IPOM,,Trims
T0001621,60MM-SILICON BRIDGE LOGO-HEAT TRANSFER LABEL-.,,Trims
T0001622,.-RIPSTAPE-RIP TAPE-7MM - WITHOUT LOGO,,Trims
T0001623,40MM-SILICON BRIDGE LOGO-HEAT TRANSFER LABEL-FOR WOOL,,Trims
T0001624,.-SILICON BRIDGE LOGO-HEAT TRANSFER LABEL-MERINO WOOL,,Trims
T0001625,.-JLPULL03-COIL ZIPPER-REVERSED 3MM CLOSEDEND 1-WAY,,Trims
T0001626,.-.-SEAMTAPE-SEAMTAPE,,Trims
T0001627,.-.-ELASTIC-ELASTIC BAND 45MM,,Trims
T0001628,HEAT.LOGO CAT-PCA00031-HEAT TRANSFER LABEL-LOGO CAT HEAT TRANSFER,,Trims
T0001629,DRW0060-15723DRAW9BLK-56-DRAWCORD-MINI TICK FLAT POLY CORD WITH PRINTED PLASTIC CLEAR TIPS,,Trims
T0001630,.-WWS0122.42-POLYESTER TAPE-WHITE ELASTIC 42MM,,Trims
T0001631,.-.-CARTON STICKER-STICKER FOR CARTON 200x65MM,,Trims
T0001632,.-.-ADHESIVES-3097-13MM,,Trims
T0001633,.-.-TAPE-ATT174- 10MM WIDTH,,Trims
T0001634,.-SUPER DRY-.-SAC 1000,,Trims
T0001635,.-SUPER DRY SAC 10G-.-.,,Trims
T0001636,.-SUPER DRY SAC 5G NW-.-.,,Trims
T0001637,DBTX-PUMA-BW-04210 V1.0-50X70MM-HANGTAG-NEON,,Trims
T0001638,DBTX-PUMA-SW-04115 V1.0-50X70MM-HANGTAG-NEON,,Trims
T0001639,.-WWS0122.53-POLYESTER TAPE-WHITE ELASTIC 53MM,,Trims
T0001640,.-REV5001-RIVET-JEANS RIVET 9MM WITH WASHER,,Trims
T0001641,.-FAKE LEATHER-BADGE-REV044,,Trims
T0001642,.-REV086-HOOK AND EYES-HOOK,,Trims
T0001643,BUC0052 NEW-.-BUCKLE-METAL D RING 28X14.7MM WIDTH 4MM THICKNESS ENGRAVED LOGO (INNER WIDTH 23MM),,Trims
T0001644,.-HT60TX-6613-HANGTAG-HANGTAG,,Trims
T0001645,"VNSO-2375-.-RIB-100% POLYESTER 1X1 RIB, THORINE STYLES",,Trims
T0001646,LC-PRT 100MM-PRINT-WITH J.LINDERBERG TEXT SILICONE,,Trims
T0001647,".-CFC-36 DALH6 EF FINISH BPE2D T-B-0-ZIPPER-NO 3, COIL ZIPPER, DALH EF FINISH, NO PLASTIC AT TOP AND BOTTOM",,Trims
T0001648,.-WWS012232-ELASTIC-ELASTIC BAND WIDTH 32MM,,Trims
T0001649,".-WT-0827-ELASTIC-ELASTIC TAPE 50MM, 100%POLYESTER",,Trims
T0001650,.-S-141109-POLYESTER TAPE-S-1411 - POLYESTER KNIT TAPE 9MM,,Trims
T0001651,.-JLEYE04-EYELET-MATT BLACK C090 6.7X14MM,,Trims
T0001652,.-LC-EYELET-EMBROIDERY-STITCHED EYELET,,Trims
T0001653,.-LC-300MM JL-PRINT-300MM J.LINDEBERG TEXT RUBBER PRINT OUT LINE,,Trims
T0001654,".-CFC-39 DSBJLB41A V3 P12 KENSIN N-ANTI REVERSED T-B-0-ZIPPER-REVERSED COIL#3, CLOSED END, 1-WAY, JLB41A, V3",,Trims
T0001655,SILICA GEL PACK 3G-.-SILICAGEL-SIZE 25MMX25MM,,Trims
T0001656,.-WWS012222-ELASTIC-ELASTIC BAND WWS0122 WIDTH 22MM,,Trims
T0001657,.-JLEYE03-EYELET-MATT SILVER-SHINNY MATT NICKLE NEP-C010 6X12MM,,Trims
T0001658,.-80MM J.L GOLF-EMBROIDERY-80MM J.LINDEBERG GOLF TEXT,,Trims
T0001659,.-25MM JL BRIDG-EMBROIDERY-25MM J.L BRIDGE LOGO,,Trims
T0001660,.-CFOR-36 DAV3LH6 EF PBR2D GREEN-F KENSIN N-ANTI REVERSED TO-IPOM-ZIPPER-NO.3 POLYESTER COIL ZIPPER OPEN END RIGHT INSERT WITH AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001661,.-CFOL-36 DAV3LH6 EF PBR2D GREEN-F KENSIN N-ANTI REVERSE TO-IPOM-ZIPPER-NO. 3 POLYESTER COIL ZIPPER OPEN END LEFT INSERT WITH AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001662,.-FASWW0001MB-BUTTON-FASWW0001MB558MC558MD001M (AB + CD PART) 11.4MM,,Trims
T0001663,.-CFC-3* DABJLB46 X6/DABJLB46 X6 PBR2 D BTM-0 GREEN-F KENN-A P-TOP REVERSE SLSB-H-ZIPPER-NO.3 POLYESTER COIL ZIPPER CLOSED END TWO WAYS WITH AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001664,"CFC-35 DW2W X6 FINISH P12 KENSIN N-ANTI P-TOP AND BTM-0-ZIPPER-NO 3, COIL RESERVE WITH DOBULE PULLER DW2W EF, C/E, P-TOP, BTM-0",,Trims
T0001665,".-SS24 JL PROPACK ZIPPER STRING PULLER-CORD PULLER-BLACK PULLER, TANGERINE TANGO STRING",,Trims
T0001666,.-LC-PRT 32.7-PRINT-32.7MM J.LINDEBERG LOGO,,Trims
T0001667,.-FASWW0001MB-C-BUTTON-FASWW0001MB558MC558MD001M (CD PART) 11.4MM,,Trims
T0001668,COIL ZIPPER-CFC-36 DABLH6 EF PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0 3908826,,Trims
T0001669,.-JLSCWL-20-2MM-ELASTIC-ELASTIC CORD WITHOUT LOGO -2MM,,Trims
T0001670,".-VNSO-2374-RIB-100% POLYESTER 1X1 KNIT RIB, AKIA TOP",,Trims
T0001671,".-CFC-36 DABJLB83 EF P12 BTM-0 P-TOP-ZIPPER-NO.3 COIL, C/E, REVERSED JLB83, NO BOTTOM STOP",,Trims
T0001672,.-280MM J.LGOLF-EMBROIDERY-280MM J.LINDEBERG GOLF TEXT,,Trims
T0001673,NRT-8495-SIL-HD-J.LINDEBERG//GOLF RAISED SILICONE TRANSFER-HEAT TRANSFER LABEL-80MMx5.419MM THICKNESS 0.5MM,,Trims
T0001674,".-VSC-36 DAJLB83 EF PBR2D GREEN-F KENSIN N-ANTI TB-IPOM TAPE COLOR YKK158, SLIDER COLOR YKK 516-ZIPPER-NO. 3 VISLON ZIPPER CLOSED END WITH AUTOMATIC LOCK SLIDER",,Trims
T0001675,".-JL-C3610-ELASTIC-MESH JACQUARD ELASTIC LOGO TAPE WITH 5MM BOTTOM SPLIT 35MM, 75%NYLON 25% SPANDEX",,Trims
T0001676,.-8104777(6810448)-ZIPPER-CFC-31 DFBW E PBR2D GREEN-F KENSIN N-ANTI REVERSE T-B-0 WMI10,,Trims
T0001677,ST614-13MM-.-SEAMTAPE-CLEAR SEAM TAPE,,Trims
T0001678,Brand protect hangtag-HT-CL-UL-HANGTAG-HT-CL-UL,,Trims
T0001679,RFID STICKER-RFID STICKER-STICKER-RFID STICKER,,Trims
T0001680,07257-OLYMPIC LOGO-HEAT LABELS-W100 X H107MM,,Trims
T0001681,".-FBZZZ0477T-STRING-STRING WITH PLASTIC TIP END WITH ""RVRC"" LOGO",,Trims
T0001682,TAP0175.47-.-POLYESTER TAPE-POLYESTER ELASTIC 47MM,,Trims
T0001683,BUT0332.10 CD-.-PLASTIC BUTTON-10MM PART CD,,Trims
T0001684,".-VNSO-2375 TOM-RIB-VNSO-2375 100% POLYESTER 1X1 KINT RIB, TOM STYLES",,Trims
T0001685,".-CFMR-3* DAV3JLB83 EF SLS345/ DAV3LH6 SLS040 EF P12 KENSIN N-ANTI P-TOP REVERSE-ZIPPER-NO 3 RESERVSED COIL #3 MOVABLE RIGHT INSERT, TOP PULLER JLB83 EF YKK 345, BOTTOM PULLER IS DAV3LH6 EF YKK 040, TAPE COLOR YKK040",,Trims
T0001686,TAG4378-.-INSERT HANGTAG-MEDIUM (STORY ON SS) 35X102MM,,Trims
T0001687,.-CFMR-3* DAV3JLB83 EF/DAV3LH6 EF PBR 2D GREEN-F KENSIN N-ANTI P-TOP REVERSE SLSTC-143-ZIPPER-NO.3 POLYESTER COIL ZIPPER MOVABLE RIGHT INSERT WITH AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001688,.-CFMR-3* DAV3JLB83 EF/DAV3LH6 EF PBR 2D GREEN-F KENSIN N-ANTI P-TOP REVERSE SLSTC-345-ZIPPER-NO.3 POLYESTER COIL ZIPPER MOVABLE RIGHT INSERT WITH AUTOMATIC LOCK REVERSE SLIDER,,Trims
T0001689,.-CFMR-3* DAV3JLB83 EF/DAV3LH6 EF PBR 2D GREEN-F KENSIN N-ANTI P-TOP REVERSE SLSTC-516-ZIPPER-NO.3 POLYESTER COIL ZIPPER MOVABLE RIGHT INSERT WITH AUTOMATIC LOCK REVERSE SLIDER,,Trims
